source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,bp_rp
427594059090437888,10.898610069492687,0.054206826,61.82400691718921,0.058353346,0.3350677755130594,0.077576734,-1.2638741805685838,0.0742253,-0.4726901034068648,0.0909149,17.45396,1.9988575
427594059090455680,10.875086301504139,0.41413832,61.829009348519456,0.46214575,0.09305331464904171,0.6026033,0.14359292217928937,0.6109828,-1.3758425656440536,0.757362,20.396935,2.1784534
427594063387866752,10.877958626679701,0.82956606,61.83706932812283,0.80864275,0.3167300851198602,1.0383183,-1.3948923185604762,1.1436028,0.815689956277846,1.8376555,20.61096,1.6188087
427594063387868288,10.880194951367168,0.44806084,61.834393777786865,0.49584195,-0.4690348864709645,0.6190671,-0.013684963794793559,0.6682581,-4.386818868568623,1.0115755,20.419697,1.8550549
427594063390436864,10.900892360679366,7.274559,61.823871027057166,3.575568,,,,,,,20.968203,-0.4376564
427594093450188288,10.864860880561045,0.4387434,61.82753789064376,0.5389779,-0.009177890609041894,0.6215442,-1.3464157047129013,0.6556015,1.801862389472151,1.0457934,20.349167,2.1689777
427594093450202496,10.851192162858078,0.17838784,61.830714039434156,0.18284823,-0.3439426564763896,0.25145134,-0.7848344280652919,0.23391555,0.0057921613812498204,0.2712379,19.158722,3.7693062
427594093450212224,10.84374417865263,0.14285395,61.8330748007037,0.15648808,1.1118831011234336,0.20772377,-1.4422180216393208,0.1970048,-9.50831235172042,0.23783672,18.984352,2.8148594
427594097751048448,10.869388735679495,0.052865293,61.82181116214385,0.05746456,1.3497408782029938,0.075309895,-5.240350219103325,0.07219247,-0.19510095442783174,0.08856937,17.395119,2.5842438
427594127811906944,10.86885335030147,1.0238059,61.82985014190842,1.0765265,0.18986933027054503,1.4638295,-1.1223423324016113,1.9034996,0.55765814279532,1.892943,20.844707,1.7696438
427594162169694080,10.886286867574306,0.21512794,61.8345911251619,0.2277825,0.5170732148885872,0.30269092,-1.7111453876918632,0.29016462,0.022126518853090818,0.3521772,19.510906,2.4602242
427594162169716352,10.897758148762424,0.037455235,61.83814610365815,0.039832864,0.16165348980441938,0.05334883,-1.8926325010869263,0.05353355,-0.7155154702250551,0.06501842,16.746353,2.231041
427594162169746432,10.88615484173042,0.06926566,61.84574145254747,0.07347548,0.34178581186042756,0.10079795,-2.7869385472546155,0.09414034,0.3915503136935439,0.11218035,17.67918,2.7846508
427594162171645696,10.87924303432112,0.460102,61.84065119632351,0.48960847,1.0163623587167847,0.65451187,-1.5286299384703577,0.6527885,0.7445151008741341,0.6955071,20.40433,1.9613018
